NORMA,ART,APT,OPC,PTOS,CALIF,INFRACCION,MULTA,RESPONS,COMENTARIO,MATERIA
CIR,"



120

048","



1

-","




5B","




6","



Muygrave077.-
I)","CONDUCIRELVEHÍCULORESEÑADOCONUNAMINORACIÓNENMÁSDEL50POR100ENLOSTIEMPOSDEDESCANSOESTABLECIDOSENLALEGISLACIÓNSOBRETRANSPORTESTERRESTRES(NOAPLICABLEAVEHÍCULOSNOOBLIGADOSAUTILIZARTACÓGRAFO.CAUSADEPOSIBLEINMOVILIZACIÓNYDEPÓSITODELVEHÍCULO
(ARTS.104Y105LSV))	","



500.0

250.0",Conductor,,"


TIEMPOSDECONDUCC.

yDESCANSO"
CIR,"
121

049","
1

1","

5A","

0","

Leve","
TRANSITARUNPEATÓNPORELARCÉN,EXISTIENDOZONAPEATONALPRACTICABLE","
80.0

40.0",Peatón,"NOTA:Excepción:cuandonoexistaonoseapracticablelazonapeatonal,podránhacerloporelarcéno,ensudefecto,porla
calzada","
PEATONES
-ZONAPEATONAL"
CIR,"121

049","1

1","
5B","
0","
Leve","TRANSITARUNPEATÓNPORLACALZADA,EXISTIENDOZONAPEATONALPRACTICABLE","80.0

40.0",Peatón,,"PEATONES
-ZONAPEATONAL"
CIR,"
121

049","
4

1","

5A","

0","

Leve","CIRCULARPORLACALZADASOBREUNMONOPATÍN,PATÍNOAPARATOSIMILARSINCAUSAJUSTIFICADA(DEBERÁINDICARSEEL
APARATOUTILIZADO)","
80.0

40.0",Peatón,,"
PEATONES
-ZONAPEATONAL"
CIR,"



121

049","



4

1","




5B","




0","




Leve","CIRCULARPORLAACERAOCALLERESIDENCIALSOBREUNMONOPATÍN,PATÍNOAPARATOSIMILARAVELOCIDADSUPERIORALPASODEUNAPERSONA(DEBERÁINDICARSEELAPARATOUTILIZADO.LOSQUEUTILICENMONOPATINES,PATINESOAPARATOSSIMILARESNOPODRÁN
CIRCULARPORLACALZADA,)","



80.0

40.0",Peatón,"
NOTA:salvoquesetratedezonas,víasopartesdelasmismasquelesesténespecialmentedestinadasysólopodráncircularapasodepersonaporlasacerasoporlascallesresidencialesdebidamenteseñalizadas,sinqueenningúncasosepermitaqueseanarrastradosporotrosvehículos.","



PEATONES
-ZONAPEATONAL"
CIR,"

121

049","

4

1","


5C","


0","


Leve","CIRCULARSOBREUNMONOPATÍN,PATÍNOAPARATOSIMILARSIENDOARRASTRADOPOROTROVEHÍCULO(DEBERÁINDICARSEELAPARATO
UTILIZADO)","

80.0

40.0",Peatón,,"

PEATONES
-ZONAPEATONAL"
CIR,"121

049","5

1","
5A","
0",Grave076.-C),CIRCULARCONELVEHÍCULORESEÑADOPORLAACERAOZONAPEATONAL,"200.0

100.0",Conductor,,"PEATONES

-ZONAPEATONAL"
CIR,"






122

049","






1

2","







5A","







0","







Leve","NOCIRCULARPORLAIZQUIERDAUNPEATÓNQUECIRCULAFUERADEPOBLADOOENTRAMODEPOBLADOINCLUIDOENELDESARROLLODEUNACARRETERAQUENODISPONGADEESPACIOESPECIALMENTERESERVADOPARAPEATONES(NOOBSTANTELOANTERIORMENTEDISPUESTO,LACIRCULACIÓNDEPEATONESSEHARÁPORLADERECHACUANDOCONCURRANCIRCUNSTANCIASQUEASÍLOJUSTIFIQUENPORRAZONES
DEMAYORSEGURIDAD.)","






80.0

40.0",Peatón,"






NOTA:Atenderespecíficamentealasprecisionesdeterminadasenpárrafos2y3deesteartículo","






PEATONES
-ZONAPEATONAL"
CIR,"

122

049","

4

1","


5A","


0","


Leve","NOCIRCULARPORLADERECHADELACALZADAALIREMPUJANDOOARRASTRANDOUNCICLO,CICLOMOTORDEDOSRUEDAS,CARRODEMANOOAPARATOSIMILAR(DEBERÁINDICARSEQUÉVEHÍCULOO
APARATOSEARRASTRABA)","

80.0

40.0",Peatón,,"


PEATONES
-ZONAPEATONAL"
CIR,"
122

049","
4

1","

5B","

0","

Leve","NOCIRCULARPORLADERECHAUNGRUPODEPEATONESDIRIGIDOPORUNAPERSONAOQUEFORME
CORTEJO","
80.0

40.0",Peatón,,"
PEATONES
-ZONAPEATONAL"
CIR,"
122

049","
4

1","

5C","

0","

Leve","NOCIRCULARPORLADERECHAUNDISCAPACITADOQUESEDESPLAZAENSILLADE
RUEDAS","
80.0

40.0",Peatón,,"
PEATONES

-ZONAPEATONAL"
CIR,"

122

049","

5

1","


5A","


0","


Leve","CIRCULARPORLACALZADA
OARCÉNDEFORMAIMPRUDENTE,SINAPROXIMARSECUANTOSEAPOSIBLEALBORDEEXTERIORDELOSMISMOS,ENTORPECIENDOINNECESARIAMENTELACIRCULACIÓN","

80.0

40.0",Peatón,,"


PEATONES
-ZONAPEATONAL"
CIR,"

122

049","

6

1","


5A","


0","


Leve","PERMANECERUNPEATÓN
DETENIDOENLACALZADAOARCÉNEXISTIENDOREFUGIO,ZONAPEATONALUOTROESPACIOADECUADOALRESPECTO(DEBERÁINDICARSEELTIPODEZONAPEATONALEXISTENTE)","

80.0

40.0",Peatón,,"

PEATONES
-ZONAPEATONAL"
CIR,"122

049","7

1","
5A","
0","
Leve","NODESPEJARUNPEATÓNLA
CALZADAALAPERCIBIRSEDELASSEÑALESÓPTICASYACÚSTICASDELOSVEHÍCULOSPRIORITARIOS","80.0

40.0",Peatón,,"
PEATONES
-ZONAPEATONAL"
CIR,"
122

049","
8

1","

5A","

0","

Leve","ESTORBARALOS
CONDUCTORESDEVEHÍCULOSENUNACALLERESIDENCIALDEBIDAMENTESEÑALIZADACONLASEÑALS
-28	","
80.0

40.0",Peatón,,"
PEATONES

-ZONAPEATONAL"
CIR,"


123

049","


-2","



5A","



0","



Leve","
CIRCULARUNPEATÓNPORLACALZADAOELARCÉN,ENTREELOCASOYLASALIDADELSOL,FUERADEPOBLADO,SINIRPROVISTODEUNELEMENTOLUMINOSOORETRORREFLECTANTEHOMOLOGADO","


80.0

40.0",Peatón,"NOTA:TodopeatóndeberáirprovistodeunelementoluminosooretrorreflectantehomologadoyquerespondaalasprescripcionestécnicascontenidasenelRealDecreto1407/1992,de20denoviembre,queseavisibleaunadistanciamínimade150metrosparalosconductoresqueseleaproximencuandocirculefuerade
poblado,porlacalzadaoelarcén.","


PEATONES
-ZONAPEATONAL"
CIR,"



123

049","



-2","




5B","




0","




Leve","CIRCULARUNPEATÓNPORLACALZADAOELARCÉN,ENCONDICIONESMETEOROLÓGICASOAMBIENTALESQUEDISMINUYANSENSIBLEMENTELAVISIBILIDAD,FUERADEPOBLADO,SINIRPROVISTODEUNELEMENTOLUMINOSOORETRORREFLECTANTEHOMOLOGADO(ESPECIFICARLASCONDICIONES
EXISTENTES)","



80.0

40.0",Peatón,,"



PEATONES

-ZONAPEATONAL"
CIR,"






123

049","






-2","







5C","







0","







Leve","CIRCULARUNGRUPODEPEATONESDIRIGIDOPORUNAPERSONAFORMANDOCORTEJOPORLACALZADAOELARCÉN,ENTREELOCASOYLASALIDADELSOL,FUERADEPOBLADO,SINLLEVARLASLUCESREGLAMENTARIASPARAPRECISARSUSITUACIÓNYDIMENSIONES.(LOSGRUPOSDEPEATONESDIRIGIDOSPORUNAPERSONAOQUEFORMENCORTEJOLLEVARÁNELELEMENTOINDIVIDUALLUMINOSOORETRORREFLECTANTEY,
ADEMÁS,)","






80.0

40.0",Peatón,"



NOTA:enelladomáspróximoalcentrodelacalzada,laslucesnecesariasparaprecisarsusituaciónydimensiones,lascualesserándecolorblancooamarillohaciaadelanteyrojohaciaatrásy,ensucaso,podránconstituirunsoloconjunto.","






PEATONES
-ZONAPEATONAL"
CIR,"




123

049","




-1","





5D","





0","





Leve","CIRCULARUNGRUPODEPEATONESFORMANDOCORTEJOPORLACALZADAOELARCÉN,ENCONDICIONESMETEOROLÓGICASOAMBIENTALESQUEDISMINUYANSENSIBLEMENTELAVISIBILIDAD,SINLLEVARLASLUCESREGLAMENTARIASPARAPRECISARSUSITUACIÓNYDIMENSIONES(ESPECIFICARLASCONDICIONES
EXISTENTES)	","




80.0

40.0",Peatón,,"




PEATONES

-ZONAPEATONAL"
CIR,"124

049","1

1","
5A","
0","
Leve",ATRAVESARLACALZADAFUERADELPASODEPEATONESEXISTENTE,"80.0

40.0",Peatón,,"PEATONES
-ZONAPEATONAL"
CIR,"


124

049","


1

1","



5B","



0","



Leve","

ATRAVESARLACALZADAATRAVÉSDEUNPASODEPEATONESANIVEL,CUANDOLASLUCESDELSEMÁFOROPERMITENLACIRCULACIÓNDEVEHÍCULOS","


80.0

40.0",Peatón,"NOTA:Sielpasodepeatonesaniveldisponedesemáforosparapeatones,obedeceránsusindicaciones;sinoexistierasemáforoparapeatones,perolacirculacióndevehiculosestuvierareguladaporAgenteosemáforo,nopenetraránenlacalzadamientraslaseñaldelAgenteodelsemáforopermitalacirculacióndevehículos
porella.","


PASOSANIVELPUENTESMOV."
CIR,"124

049","1

1","
5C","
0","
Leve","ATRAVESARLACALZADAATRAVÉSDEUNPASOANIVEL,SINOBEDECERLASSEÑALESDELAGENTE","80.0

40.0",Peatón,,PASOSANIVELPUENTESMOV.
CIR,"


124

049","


1

1","



5D","



0","



Leve","ATRAVESARLACALZADAATRAVÉSDEUNPASOANIVEL,SEÑALIZADOMEDIANTELAMARCAVIALPREFERENTECORRESPONDIENTE,SINTENERENCUENTALADISTANCIAYVELOCIDADDELOSVEHÍCULOSQUESEAPROXIMAN,QUELEPERMITA
HACERLOCONSEGURIDAD","


80.0

40.0",Peatón,,"


PASOSANIVELPUENTESMOV."
CIR,"

124

049","

2

1","


5A","


0","


Leve","ATRAVESARLACALZADAFUERADELPASODEPEATONESEXISTENTE,SINHABERSECERCIORADODEQUEPUEDEHACERLOSINRIESGONI
ENTORPECIMIENTOINDEBIDO","

80.0

40.0",Peatón,,"

PEATONES
-ZONAPEATONAL"
CIR,"124

049","3

1","
5A","
0","
Leve",ATRAVESARLACALZADASINHACERLODEFORMAPERPENDICULARALEJEDELAMISMA,"80.0

40.0",Peatón,,"PEATONES

-ZONAPEATONAL"
CIR,"
124

049","
3

1","

5B","

0","

Leve","ATRAVESARLACALZADA
DEMORÁNDOSEYDETENIÉNDOSESINNECESIDADOENTORPECIENDOELPASOALOSDEMÁS","
80.0

40.0",Peatón,,"
PEATONES
-ZONAPEATONAL"
CIR,"124

049","4

1","
5A","
0","
Leve","ATRAVESARUNAPLAZAOGLORIETAPORSUCALZADA,SINRODEARLAMISMA","80.0

40.0",Peatón,,"PEATONES

-ZONAPEATONAL"
CIR,"125

049","1

3","
5B","
0","
Leve",RECOGERELCONDUCTORDEUNVEHÍCULOALGÚNPASAJEROENUNTRAMODEAUTOVÍAOAUTOPISTA,"80.0

40.0",Conductor,,"
AUTOPISTA
-AUTOVÍA"
CIR,"
125

049","
1

3","

5C","

0","

Leve","CIRCULARUNPEATÓNPORUNAAUTOPISTAOAUTOVÍA(HABIDACUENTADELAPELIGROSIDADEVIDENTEDE
DICHACONDUCTA)","
100.0

50.0",Peatón,,"
AUTOPISTA
-AUTOVÍA"
CIR,"
125

049","
2

3","

5A","

0","

Leve","TRANSITARPORLACALZADAELOCUPANTEDEUNVEHÍCULOINMOVILIZADOENAUTOVÍAOAUTOPISTAPOR
SITUACIÓNDEEMERGENCIA","
80.0

40.0",Peatón,,"
AUTOPISTA
-AUTOVÍA"
CIR,"

125

049","

3

3","


5A","


0","


Leve","TRANSITARPORAUTOPISTAOAUTOVÍAELOCUPANTEOSERVIDORDEUNVEHÍCULODEURGENCIAOESPECIALSINADOPTARLASMEDIDASOPORTUNASPARANOCOMPROMETERLASEGURIDADDELRESTODE
LOSUSUARIOS	","

80.0

40.0",Peatón,,"


AUTOPISTA
-AUTOVÍA"
CIR,"

126

050","

1

1","


5A","


0","


Leve","
TRANSITARCONUNANIMALAISLADO,EXISTIENDOUNITINERARIOPRACTICABLEPORVÍAPECUARIA(DEBERÁINDICARSEELTIPODEANIMALDEQUESETRATE)","

80.0

40.0",Conductor,"NOTA:Enlasviasobjetodela
legislaciónsobretráficosólosepermitiráeltránsitodeanimalesdetiro,cargaosilla,cabezasdeganadoaisladas,enmanadaorebaño,cuandonoexistaitinerariopracticableporvíapecuariaysiemprequevayancustodiadosporalgunapersona.","


CiRCULACIÓNDEANIMALES"
CIR,"

126

050","

1

1","


5B","


0","


Leve","TRANSITARCONUNREBAÑO
OMANADADEANIMALES,EXISTIENDOUNITINERARIOPRACTICABLEPORVÍAPECUARIA(DEBERÁINDICARSEELTIPODEANIMALESQUECOMPONENLAMANADA)","

80.0

40.0",Conductor,,"

CiRCULACIÓNDEANIMALES"
CIR,"

126

050","

1

1","


5C","


0","


Leve","TRANSITARCONUNANIMAL
AISLADO,EXISTIENDOOTRAVÍAALTERNATIVACONMENORINTENSIDADDECIRCULACIÓNDEVEHÍCULOS(DEBERÁINDICARSEELTIPODEANIMALDEQUESETRATE.)","

80.0

40.0",Conductor,,"

CiRCULACIÓNDEANIMALES"
CIR,"

126

050","

1

1","


5D","


0","


Leve","TRANSITARCONUNREBAÑO
OMANADADEANIMALES,EXISTIENDOOTRAVÍAALTERNATIVACONMENORINTENSIDADDECIRCULACIÓNDEVEHÍCULOS(DEBERÁINDICARSEELTIPODEANIMALESQUECOMPONEN
LAMANADA)	","

80.0

40.0",Conductor,,"


CiRCULACIÓNDEANIMALES"
CIR,"

127

050","

1

1","


5A","


0","


Leve","
CONDUCIRCABEZASDEGANADOINVADIENDOLAZONAPEATONAL(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","

80.0

40.0",ResponsablePropietario,"NOTA:Seprohibedejaranimales
sincustodiaencualquierclasedevíaoensusinmediaciones,siemprequeexistalaposibilidaddequeestospuedaninvadirlavía;igualmenteseprohibelacirculacióndeanimalesyvehículosdetracciónanimalporautopistasoautovías.","

CiRCULACIÓNDEANIMALES"
CIR,"
127

050","
1

1","

5B","

0","

Leve","CONDUCIRCABEZASDE
GANADOUNAPERSONAMENORDEDIECIOCHOAÑOS(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","
80.0

40.0",ResponsablePropietario,,"
CiRCULACIÓNDEANIMALES"
CIR,"

127

050","

1

1","


5C","


0","


Leve","NOCONDUCIRANIMALESPOR
ELARCÉNOLOMÁSAPROXIMADOPOSIBLEALBORDEDERECHODELACALZADA,TENIENDOQUECIRCULARPORELLA(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","

80.0

40.0",ResponsablePropietario,,"

CiRCULACIÓNDEANIMALES"
CIR,"
127

050","
1

1","

5D","

0","

Leve","CONDUCIRANIMALESSIN
LLEVARLOSALPASO(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","
80.0

40.0","Responsable

Propietario",,"
CiRCULACIÓNDEANIMALES"
CIR,"
127

050","
1

1","

5E","

0","

Leve","CONDUCIRANIMALES
OCUPANDOMÁSDELAMITADDERECHADELACALZADA(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","
80.0

40.0","Responsable

Propietario",,"

CiRCULACIÓNDEANIMALES"
CIR,"

127

050","

1

1","


5F","


0","


Leve","CIRCULARCONANIMALES
DIVIDIDOSENGRUPOS,SINLLEVARUNCONDUCTORALMENOSPARACADAUNODEELLOS(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","

80.0

40.0",ResponsablePropietario,,"

CiRCULACIÓNDEANIMALES"
CIR,"

127

050","

1

1","


5G","


0","


Leve","CIRCULARCONANIMALES
CONDUCIDOSYDIVIDIDOSENGRUPOS,SINSEPARARLOSSUFICIENTEMENTEPARAENTORPECERLOMENOSPOSIBLELACIRCULACIÓN(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","

80.0

40.0",ResponsablePropietario,,"

CiRCULACIÓNDEANIMALES"
CIR,"


127

050","


1

1","



5H","



0","



Leve","NOADOPTARLAS
PRECAUCIONESNECESARIASALCRUZARSECONOTROREBAÑOOMANADADEGANADOCONOBJETODEHACERLOLOMÁSRÁPIDOPOSIBLE,ENUNAZONACONVISIBILIDADSUFICIENTE(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE)","


80.0

40.0",ResponsablePropietario,,"


CiRCULACIÓNDEANIMALES"
CIR,"

127

050","

1

1","


5I","


0","


Leve","ATRAVESARLAVÍACON
ANIMALESPORUNLUGARQUENOREÚNELASCONDICIONESNECESARIASDESEGURIDAD(DEBERÁINDICARSEELANIMALOANIMALESDEQUESETRATE,ASÍCOMOLASCONDICIONESDELLUGAR)","

80.0

40.0",ResponsablePropietario,,"


CiRCULACIÓNDEANIMALES"
CIR,"



127

050","



1

1","




5J","




0","




Leve","CIRCULARDENOCHECONANIMALESPORVÍAINSUFICIENTEMENTEILUMINADAOBAJOCONDICIONESQUEDISMINUYANSENSIBLEMENTELAVISIBILIDAD,SINLLEVARENELLADOMÁSPRÓXIMOALCENTRODELACALZADALASLUCESREGLAMENTARIAS(DEBERÁINDICARSEELANIMALOANIMALESDEQUE
SETRATE)","



80.0

40.0",ResponsablePropietario,,"



CiRCULACIÓNDEANIMALES"
CIR,"
127

050","
1

1","

5L","

0","

Leve","NOCEDERELPASOELCONDUCTORDEANIMALESALOSVEHÍCULOSQUETENGANPREFERENCIA(DEBERÁINDICARSEELANIMALO
ANIMALESDEQUESETRATE)","
80.0

40.0",Conductor,,"
CiRCULACIÓNDEANIMALES"
CIR,"

127

050","

2

1","


5A","


0","


Leve","DEJARANIMALESSINCUSTODIAENLAVÍAOSUSINMEDIACIONES,EXISTIENDOLAPOSIBILIDADDEQUEAQUELLOSPUEDANINVADIRLAMISMA(DEBERÁINDICARSEELANIMALO
ANIMALESDEQUESETRATE)	","

80.0

40.0",ResponsablePropietario,,"


CiRCULACIÓNDEANIMALES"
CIR,"
128

050",-2,"

5C","

0","
Grave076.-M)","CIRCULARCONANIMALESPORAUTOPISTAOAUTOVIA(DEBERÁINDICARSEELANIMALOANIMALESDEQUE
SETRATE)","
200.0

100.0",Conductor,,"
AUTOPISTA
-AUTOVÍA"
CIR,"

128

050","

-2","


5D","


0","

Grave076.-X)","CIRCULARCONVEHÍCULOS
DETRACCIÓNANIMALPORAUTOPISTAOAUTOVÍA(DEBERÁINDICARSEELTIPODEVEHÍCULOTIRADOPORELANIMALOANIMALESDEQUE
SETRATE)	","

200.0

100.0",Conductor,,"

AUTOPISTA

-AUTOVÍA"
CIR,"


129

051","


2

1","



5A","



0","


Grave076.-D)","DETENERELVEHÍCULOCREANDOUNNUEVOPELIGROPARALACIRCULACIÓN,ESTANDOIMPLICADOENUNACCIDENTEDETRÁFICO(LOSUSUARIOSDELASVÍASQUESEVEANIMPLICADOSENUNACCIDENTEDETRÁFICO,LOPRESENCIENOTENGAN
CONOCIMIENTODEÉL,)","


200.0

100.0",Conductor,"
NOTA:estaránobligadosaauxiliarosolicitarauxilioparaatenderalasvíctimas,silashubiere,prestarsucolaboraciónparaevitarmayorespeligrosodaños,restablecer,enlamedidadeloposible,laseguridaddelacirculaciónyesclarecerloshechos.","


INMOVILIZACIÓNDELVEHÍCULO"
CIR,"

129

051","

2

1","


5B","


0","

Grave076.-Q)","
NOFACILITARSUIDENTIDADYCOLABORARCONLAAUTORIDADOSUSAGENTES,ESTANDOIMPLICADOENUNACCIDENTEDECIRCULACIÓN","

200.0

100.0","TitularConductor
Usuario","NOTA:Habráquetenerencuenta,aefectosdetrasladoalMinisterioFiscal,loscasosenlosqueloshechospudieranserconstitutivosdedelitoprevistoenelart.195delCódigoPenal","

NOCOLABORAR"
CIR,"
129

051","
2

1","

5H","

0","
Grave076.-Q)","NOCOMUNICAR,ENTODOCASO,SUIDENTIDADAOTRASPERSONASIMPLICADASENELACCIDENTEDETRÁFICO,SI
ÉSTASSELOPIDIESEN","
200.0

100.0",ConductorUsuario,,"
NOCOLABORAR"
CIR,"
129

051","
2

1","

5I","

0","
Grave076.-Q)","ESTARIMPLICADOENUNACCIDENTEDETRÁFICOCONDAÑOSMATERIALESYNOCOMUNICARSUIDENTIDADALOSAFECTADOSQUESE
HALLASENAUSENTES","
200.0

100.0","Conductor

Usuario",,"
NOCOLABORAR"
CIR,"
129

051","
2

1","

5J","

0","

Leve","NOFACILITARLOSDATOS
DELVEHÍCULOAOTRASPERSONASIMPLICADASENELACCIDENTE,SIÉSTASSELOPIDIESEN","
80.0

40.0",Conductor,,"
NOCOLABORAR"
CIR,"

129

051","

3

1","


5C","


0","


Leve","NOFACILITARSUIDENTIDAD
ALAAUTORIDADOSUSAGENTESCUANDORESULTENECESARIO,DESPUÉSDEADVERTIRUNACCIDENTEDECIRCULACIÓN(DEBERÁINDICARSELARAZÓNPARA
ESTIMARLONECESARIO)	","

80.0

40.0",Usuario,,"


NOCOLABORAR"
CIR,"




130

051","




1

2","





5A","





0","





Leve","NOSEÑALIZARCONVENIENTEMENTEELOBSTÁCULOCREADOENLACALZADAENCASODEACCIDENTEOAVERÍADELVEHÍCULOOENCASODECAÍDADESUCARGA(DEBERÁINDICARSE,ENSUCASOLASEÑALIZACIÓNEMPLEADA.SIPORCAUSADEACCIDENTEOAVERÍAELVEHÍCULOOSUCARGAOBSTACULIZARANLA
CALZADA,)","




80.0

40.0",Conductor,"

NOTA:losconductores,trasseñalizarconvenientementeelvehículooelobstáculocreado,adoptaránlasmedidasnecesariasparaquesearetiradoenelmenortiempoposible,debiendosacarlodelacalzadaysituarlocumpliendolasnormasdeestacionamientosiemprequeseafactible.","




INMOVILIZACIÓNDELVEHÍCULO"
CIR,"


130

051","


1

2","



5B","



0","



Leve","NOADOPTARELCONDUCTORDEUNVEHÍCULOINMOVILIZADOLASMEDIDASNECESARIASPARAQUESEARETIRADOENELMENORTIEMPOPOSIBLE,OBSTACULIZANDOLACIRCULACIÓN(DEBERÁNINDICARSE,ENSUCASOLAS
MEDIDASADOPTADAS)","


80.0

40.0",Conductor,"
NOTA:Siexisteunafaltatotaloparcialdeseñalización.Enésteúltimocaso,especificarlaseñalizaciónempleada(p.ejemplo,untrozodetelarojo,unarueda,etc)yelmotivoporelqueresultaineficaz(faltadeadecuación,visibilidad,induceaerror,etc.","


INMOVILIZACIÓNDELVEHÍCULO"
CIR,"


130

051","


2

2","



5A","



0","



Leve","NOPROCURARLACOLOCACIÓNDELVEHÍCULOOSUCARGAENELLUGARDONDECAUSEMENOROBSTÁCULOALACIRCULACIÓN,TRASHABERQUEDADOELMISMOINMOVILIZADOENLACALZADAOHABERCAÍDOSU
CARGASOBRELAMISMA","


80.0

40.0",ConductorOcupante,,"


INMOVILIZACIÓNDELVEHÍCULO"
CIR,"



130

051","



3

1","




5C","




0","




Leve","Incumplirelocupantedeunvehículoinmovilizadoporaccidenteoaveríalasobligacionesreglamentariamenteestablecidasparaelmantenimientodesuseguridad(DEBERÁESPECIFICARSELACONDUCTACOMETIDAPORELOCUPANTEDELVEHÍCULOCONTRARIAALODISPUESTOREGLAMENTARIAMENTEEN
DICHOAPARTADO)","



80.0

40.0",AutorPasajeroOcupante,"


NOTA:Nuevacodificaciónderivadadelanuevaredaccióndadaalartículo130delRGCirculaciónporRD159/2021,vigenteapartirdel1dejuliode2021","




COMPORTAMIENTOINDEBIDO"
CIR,"








130

051","








4

2","









5A","









0","









Leve","NOEMPLEARONOEMPLEARLOSADECUADAMENTE,LOSDISPOSITIVOSDEPRESEÑALIZACIÓNDEPELIGROREGLAMENTARIOSPARAADVERTIRLACIRCUNSTANCIADELAINMOVILIZACIÓNDELVEHÍCULOOCAÍDADESUCARGAALACALZADA.(TALESDISPOSITIVOSSECOLOCARÁN,UNOPORDELANTEYOTROPORDETRÁSDELVEHÍCULOOLACARGA,COMOMÍNIMOA50METROSDEDISTANCIAYENFORMATALQUESEANVISIBLESDESDE100METROS,ALMENOS,PORLOSCONDUCTORESQUESE
APROXIMEN;)","








80.0

40.0",ConductorOcupante,"






NOTA:Encalzadasdesentidoúnico,odemásde3carriles,bastarálacolocacióndeunsolodispositivo,situadocomomínimo50metrosantesenlaformaantesindicada.RD159/21","








INMOVILIZACIÓNDELVEHÍCULO"
CIR,"




130

051","




5

1","





5C","





0","





Leve","Cumplimentarelusuarioidentificadoelpartedeaccidentedesuvehículoenlaplataformadecirculación,incumpliendolaobligaciónderealizardichoprocesoenlugarsegurofueradelavía(NUEVACODIFICACIÓNDEBIDAALANUEVAREDACCIÓNDADAALARTÍCULO130DELRGCIRCULACIÓNPORLADISPOSICIÓNFINALSEGUNDADELRD159/2021,DEVEHÍCULOSDEAUXILIOY
EMERGENCIA)	","




80.0

40.0",Usuario,"



NOTA:Deberánespecificarselascircunstanciasquesedanenloshechosdenunciados,asícomolaexistenciadelugarseguropararealizarlosmismos","





COMPORTAMIENTOINDEBIDO"
CIR,"


132

053","


1

1","



5C","



0","



Leve","REANUDARLAMARCHAELCONDUCTORDEUNVEHÍCULODETENIDOENCUMPLIMIENTODEUNASEÑALDEOBLIGACIÓN,SINHABERCUMPLIDOLAPRESCRIPCIÓNQUEDICHASEÑALESTABLECE(CLARIFICARCIRCUNSTANCIASDELA
INFRACCIÓN)","


80.0

40.0",Conductor,NOTA:TodoslosusuariosdelasvíasobjetodelaLeydetráficoestánobligadosaobedecerlasseñalesdelacirculaciónqueestablezcanunaobligaciónounaprohibiciónyaadaptarsucomportamientoalmensajedelrestodelasseñalesreglamentariasqueseencuentrenenlasvíasporlasquecirculan.,"


DESOBEDIENCIAÓRD.ySEÑALES"
CIR,"





132

053","





1

1","






5D","






0","






Leve","CIRCULARCONELVEHÍCULORESEÑADOUTILIZANDOUNCARRILSEÑALIZADOPARASISTEMADEPEAJEDINÁMICOOTELEPEAJESINESTARPROVISTODELMEDIOTÉCNICOQUEPOSIBILITASUUSOENCONDICIONESOPERATIVAS(TELEPEAJESINOPERADOR.ENLOSPEAJESDINAMICOSOTELEPEAJES,LOSVEHÍCULOSQUELOSUTILICENDEBERÁNESTARPROVISTOSDELMEDIOTÉCNICOQUEPOSIBILTESUUSOENCONDICIONES
OPERATIVAS.)	","





100.0

50.0",TitularConductor,"


NOTA:LossupuestosdeincumplimientodeloprescritoenlaseñalR-418relativaalavíaexclusivaparavehículosdotadosdeequipodetelepeajeoperativoobligatorio,constituyeninfracciónalart.132.1delRGCir(InstrucciónDGT12/S-127,de22demayode2012)","






DESOBEDIENCIAÓRD.ySEÑALES"
CIR,"


133

054","


2

2","



5A","



0","



Leve","NOOBEDECERLASEÑALPRIORITARIAENELCASODEPRESCRIPCIONESINDICADASPORDIFERENTESSEÑALESENAPARENTECONTRADICCIÓN(RECORDARENESTEASPECTOLODISPUESTOENCUANTOALAORDENDEPRIORIDADENTRELOSDISTINTOSTIPOSDE
SEÑALESDECIRCULACIÓN:)","


80.0

40.0",Usuario,"
NOTA:señalesyórdenesdelosagentesdecirculación,señalizacióncircunstancialquemodifiqueelrégimennormaldeutilizacióndelavíayseñalesdebalizamientofijo,semáforos,señalesverticalesdecirculacióny,porúltimo,lasmarcasviales","


ORDENPRIORIDADENTRESEÑALES"
CIR,"
133

054","
2

2","

5B","

0","

Leve","NOOBEDECERLASEÑALMÁSRESTRICTIVAENELCASODEPRESCRIPCIONESINDICADASPORSEÑALESDELMISMOTIPOENAPARENTE
CONTRADICCIÓN	","
80.0

40.0",Usuario,,"

ORDENPRIORIDADENTRESEÑALES"
